clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging
barang orisinil dan sudah digunakan dengan baik oleh ibu untuk berkomunikasi lantaran hp sebelumnya telah bermasalah,0,0,0,1,0,0
bagus real pict semoga awett,1,0,0,0,1,0
kereeeennn banget seller responsif amanah dan no tipu pengiriman sesuai dan aman,0,0,0,1,0,1
gooooooooooof,0,0,0,0,0,0
dah mendarat dgan selamat,0,0,1,0,0,0
selalu puas ini kali ke beli pengiriman cepet dan packingnya safety banget,0,0,0,0,0,0
barangnya ori sesuai pesanan,0,0,0,0,0,0
barang datang dalam keadaan aman utuh dan berfungsi semua dengan baik untuk barangnya sendiri poco f oh gila tak masuk logika termangu hatiku hehe f mantab,0,0,0,1,0,1
terimakasih alhamdllh mantepp,0,0,0,0,0,0
untuk barang sudah sampai dengan baik tidak ada free produk wardah padahal di display ada,0,0,0,1,0,0
packing aman cepat sampai seller responsif dan unitnya juga ori semoga berkah dan lancar,0,0,1,1,1,1
sangat approved sekali,0,0,0,0,0,0
barang bagus masih segel dan ori,1,0,0,0,1,0
masih segel,0,0,0,0,0,0
kualitas audionya menyenangkan hiburan itu sangat ditentukan oleh kualitas media,1,0,0,0,0,0
mantaap sesuai pesanan dan cepat,0,0,1,0,1,0
recomended barang sesuai pesanan dan original,1,0,0,0,0,0
barang datang sesuai pesanan dan alhamdulillah tidak kurang satupun kemasan nya pun rapih dan aman kamera nya pun bagus walaupun di pakai malam makasih seller ka,1,0,0,1,1,1
alhamdulillah pesanan sudah sampai dalam keadaan baik dan sesuai apa yang di ingainkan penjual semoga sukses dan lancar selalu terima kasih,0,0,0,1,1,0
hpnya bagus sesuai pesanan warnanya jga bagus,1,0,0,0,1,0
berfungsi dengan baik,0,0,0,1,0,0
katanya ada bonusnya tapi sampe detik ini tidak ada bingung nanya cs tidak di jawab dr awal pembelian,0,0,0,1,0,0
kejernihan lensa bagus jernih kualitas pengerjaan bagus performa sistem good,1,0,0,0,1,0
maaf baru bikin ulasan hehe aku suka sama hp nya tidak nyesel beli suka,0,0,0,1,0,0
tolong tanggung jawabnya dari tokonya ini saya di kasih barang palsu kembalikan uang saya padahal saya pesan mahal hp nya kok di kasih barang palsu saya minta tan,1,1,0,0,0,0
good product,0,0,0,0,0,0
bagus barangsesuai,1,0,0,0,1,0
responsif cepat packing aman penanganan cepat produk sesuai recommend seller thanks,0,0,1,1,1,1
barang sampai dengan aman produk berjalan normal thankyou xiaomi,0,0,0,0,0,1
bangus banget,0,0,0,0,0,0
sesuai deskripsi dan admin juga sabar cuma pas self pickup klo bisa di kasih tas yg lebih baik lagi jangan kantong kresek hitam doang ya admin,0,0,0,1,1,0
bagus,1,0,0,0,1,0
bagus banget,1,0,0,0,1,0
barang sesuai ada gransi resmi dan cepet sampainya mas kurirnya juga ramah,0,0,0,1,0,0
bagus sekali next order,1,0,0,0,1,0
barang cepat sampee segel dan packing aman,0,0,1,0,1,1
nicee pengirimannya cepet bngt,0,0,0,0,0,0
bagus,1,0,0,0,1,0
barang bagus pengiriman cepat,1,0,1,0,1,0
barang tiba dengan aman sesuai dan barang berfungsi saat dihidupkan,0,0,0,0,0,1
packing aman barang sampai dengan selamat dan berfungsi normal,0,0,1,0,0,1
barang sudah sampai dan no issue thanks,0,0,0,0,0,0
sesuai,0,0,0,0,0,0
barangnya sesuai pesanan bagus,1,0,0,0,1,0
bagus,1,0,0,0,1,0
barang bagus masih tersegel lengkap aman semuanya,1,0,0,0,1,1
s,0,0,0,0,0,0
barang sesuai spek dan foto promonya top dah rekomen banget thank s saller,0,0,0,0,0,0
barang di terima dengan baik packing aman box aman tersegel dengan baik cepat sampai puas banget,0,0,1,1,1,1
hari sampai good job xiaomi moga tidak ada kendala soalnya belum tak buka,0,0,0,1,0,0
pokok nya top markotop pesen hp di sini selalu bagus semoga usaha aku lancarr,1,0,0,0,1,0
keren banget hapenyaaaa setelah tahun akhirnya ganti jugaaaa terimakasih ppwngiriman aman banget,0,0,0,0,0,1
siippp kiriman nya sat set smpe tkp dengan selamat,0,0,1,0,0,0
sesuai pesanan terimakasih,0,0,0,0,0,0
packaging barang rapi barang juga cepat sampai,0,0,1,0,1,1
barang bagus bagus yang sangat greesss,1,0,0,0,1,0
barang masih di segel pengiriman cepat pilihan warna sesuai kualitas mantaap semoga awett,1,0,1,0,1,0
alhamdulillah paket sudah diterima dan kondisi barang sesuai dengan harapan keren semoga awet tks seller dan abang grab nya,0,0,0,0,0,0
asli relpick toko amanah tidak nyesel beli d sini,1,0,0,1,0,1
sangat bagus dan terpercaya,1,0,0,0,1,0
barang sesuai pesanan segel dan garansi resmi packing aman thanks,0,0,0,0,0,1
good job bagus keren,1,0,0,0,1,0
barang bagus ori kualitas terjamin bagus dan responsif penjual juga bagus,1,0,0,1,1,0
barang masih dalam keadaan tersegel diantar langsung oleh kurir dri official samsung nya,0,0,0,0,0,0
tepat waktu mantappp,1,0,1,0,0,0
mantappp,1,0,0,0,0,0
barang aman cepet sampai sesuai pesanan packing rapih top pokoknya sudah gitu dapet potongan dahsyat dari tokped sayang banget malah ikut ke tiktok nih tokped,0,0,0,0,0,1
nice barang aman masih segel sistem android masjh di uji coba dahulu,0,0,0,0,0,1
barang diterima dengan aman segel rapi kondisi baik sesuai pesanan unit berfungsi dengan baik jooss,0,0,0,1,0,1
terima kasih kak,0,0,0,0,0,0
bagus bagusss,1,0,0,0,1,0
bagus top,1,0,0,0,1,0
barang aman seller responsif baik banget dah bantu follow up paket dari nyangkut sampe ke tangan saran buat yang lain jangan pake jne yang yes sama aja kek reguler pokonya b,0,0,0,1,0,1
toko oppo ini cepat response dalam menjawab mengirimkan produk tepat waktu packing rapi,0,0,1,1,1,1
alhamdulillah barang sudah sampe dengan selamat hp lancar jaya gk ada kendala sdikitpun dan barang baru trimakasih sukses trus vivo,0,0,1,0,1,0
barang dtg dengan kondisi super baik tersegel rapi pelayanan profesional,0,0,0,1,0,1
bagus,1,0,0,0,1,0
bagus banget paketannya terima dengan baik,1,0,0,1,1,0
responsif dan pengiriman cepat packing aman barang belum dibuka karena mau jadi hadiah semoga kondisi baik dan lancar semua,0,0,1,1,1,1
barang sampai dalam keadaan masih tersegel dan ada garansi nya paket tiba di customer tepat waktu dan aman tidak ada kerusakan,1,0,1,1,0,1
bagus banget barang masih di segel,1,0,0,0,1,0
realpict bagus banget,1,0,0,0,1,0
oriii,0,0,0,0,0,0
terima kasih reseller tv pesenan aku sesuai dengan pesanan pengiriman cepat hari nyampe ke aku,0,0,1,0,1,0
sesuai pesanan pengiriman cepat cuma hari langsung datang cuma belum d coba semoga lancar d pakenya,0,0,1,0,1,0
bagus,1,0,0,0,1,0
mudahan awet,0,0,0,0,0,0
paketx sdh sampai dan memuaskan banget,0,0,0,0,0,0
barang y bagus cmn pgrmn ya aga lambat,1,0,1,1,1,0
the cable works well the material feels strong and solid,0,0,0,0,0,0
masi segel,0,0,0,0,0,0
kali beli di sini pelayanan dan barang sesuai dan bagus,1,0,0,0,1,0
kren pokoknya sesuai dengan keinginan,0,0,0,0,0,0
barang datang dengan bagus,1,0,0,0,1,0
kedua kalinya beli barang disini cepat responsif komunikatif barangnya sesuai dengan yang dicantumkan hp nya berfungsi dengan baik rekomendasi,0,0,1,1,1,0
bagus,1,0,0,0,1,0
barangnya josss packingnya standar pengiriman jne kecewa,0,0,0,0,0,0
mantapppp,1,0,0,0,0,0
adminnya ramah pengiriman cepat barangnya sesuai deskripsi dan tidak ada cacat langsung connect ke hp pas dinyalain,1,0,1,1,1,0
produk original sesuai deskripsi tokonya amanah pengiriman cepat,1,0,1,0,1,1
barang fake order di suruh fake order sama oknum affiliate teruss di keluarin dari grup dan tidak padahal ngaku mau di kasih fee ternyata pernipuuuu,1,0,0,1,0,0
aman,0,0,0,0,0,1
kualitas barang ori dan bagus,1,0,0,0,1,0
maaf tdk bisa buat video unboxing tapi hpny bagus trimakasih seller,1,0,0,0,1,0
alhamdulillah memuaskan,0,0,0,0,0,0
kualitas produk mantab harga produk mantab,1,0,0,0,0,0
hp nya bagus sesuai amanah,1,0,0,0,1,1
walaupun pengiriman lambat kebayar lah sama kualitas hp nya ori trimakasih,1,0,1,1,1,0
hp sesuai pesanan tambah carger,0,0,0,0,0,0
keren packingan nya bagus vivo bagus bagus,1,0,0,0,1,0
terimakasih barang sudah sampai box belum di buka moga aman tanpa kendala tuk produk poco usah di pertanyakan auto bagus lah sy pakai dari poco x pro x pro dan i,1,0,0,0,1,1
benar real dan barangnya sesuai,0,0,0,0,0,0
bagus,1,0,0,0,1,0
sesuai,0,0,0,0,0,0
terimakasih vivo tidak ada ulasan begini aja,0,0,0,1,0,0
terima kasih seller barang sudah sampai dengan aman,0,0,0,0,0,1
pengganti poco x,0,0,0,0,0,0
harga menarik responsif cepat pengiriman cepat barang aman,0,0,1,1,1,1
so far so good cocok buat hp kedua cuman hapticnya ternyata buruk ya kurang suka,1,0,0,1,0,1
bintang dulu makasih sudah dikasih yg versi gdn semoga gk ada green screen ya layarnya cakep banget sih buat kado cewek gw meskipun gw sendiri msh tim samsung,0,0,0,0,0,0
barang sudah diterima original mix,1,0,0,0,0,0
barang sesuai jos bagus,1,0,0,0,1,0
barang dikemas dengan baik barang sampai dalam keadaan baik sudah dicoba dan berfungsi dengan baik tokonya sangat kooperatif dan rekomendasi kurirnya sangat baik,0,0,0,1,0,0
pengiriman bagus barang sampai dengan selamat tanpa cacat sedikitpun kualitas barang bagus ada bubble wrap thank you xiaomi indonesia,1,0,1,0,1,1
baru minggu tapi performa memuaskan,0,0,0,0,0,0
semua fitur berfungsi baik kualitas bagus seller cepat response,1,0,1,1,1,0
bagus barangnya tepat waktu sampainya terima kasih semoga awet,1,0,1,0,1,0
bagus masih di segel semoga awet mudah mudahan tokonya amanah selalu,1,0,0,0,1,1
alhamdulillah akhirnya paket sudah smpai jugaa barangnya sesuai dngn yg dipesan hpnya bguss bngeet smoga aja aweet ya thankyou seller,0,0,0,0,0,0
bagusss aman berfungsi baik hanya minus di kurir lamaa banget barang tidak gerak,1,0,1,1,1,1
terima ksih bnyk kk hpnya sda smpai dan sngt puas dengan hpnya mewah original bngat sumpah,1,0,0,0,0,0
bagus ori,1,0,0,0,1,0
masya allah benar ori makasih baginda enggak nyesel beli disini,0,0,0,0,0,0
kejernihan lensa bagus,1,0,0,0,1,0
kex order nyampenya cepet bangettt sukaaa,0,0,0,0,0,0
bagus warna lucu cukup puas,1,0,0,0,1,0
barang segel berfungsi baik pesan sabtu pagi jam datang senin jam kurir jne reg aman sih packing dan delivery nya hanya bbrp info pemeliharaan sistem dan failed,0,0,0,1,0,1
mendarat dengan selamat semoga awet,0,0,1,0,0,0
original,1,0,0,0,0,0
bagus pokoknya deh walaupun pengirimanya aga telat,1,0,1,0,1,0
baguss,1,0,0,0,1,0
brg bagus makasih,1,0,0,0,1,0
bagus,1,0,0,0,1,0
pengiriman cepat,0,0,1,0,1,0
terimakasih barang dtg celat barang bagus ori berpungsi dgn baik di cek imei kode di dlm nya cocok dan asli ori asli garansi asli tks,1,0,0,1,1,0
proses cepat pengiriman cepat packingan cukup aman kualitas barang sangat baik terima kasih seller,1,0,1,1,1,1
pengiriman cepat bonus charger pelayanan dari seller memuaskan,0,0,1,0,1,0
responsif cepat barang langsung dikirim pembelian kedua,0,0,1,1,1,0
sayang minta garansi gdn dikasihnya ibox,0,0,0,0,0,0
paket terkirim dengan sempurna,0,0,0,0,0,0
pengemasan nya bagus sekali barang masih disegel berfungsi dengan baik sesuai pesanan hanya pengiriman nya sedikit molor dari waktu di aplikasi kurir baik sekali,1,0,0,1,1,0
barang nya bagus ori,1,0,0,0,1,0
barang berfungsi dengan baik pengiriman agak lambat dan yang tidak yakin serinya ll a bukan resmi indo,0,0,1,1,1,0
goood,0,0,0,0,0,0
tdk bisa pakai di pc sy karena tdk punya hdmi port di cpunya padahal di monitor tertulis specnya ada port vga card,0,0,0,0,0,0
bagus,1,0,0,0,1,0
kerennn,0,0,0,0,0,0
bbbh bagus,1,0,0,0,1,0
ke kurir ny tolong lebih tegas lagi masa pesanan saya bisa di tolak sampai belasan kali harus ny datang hari ini malah telat jadi hari,0,0,1,0,1,0
saya sangat puas menggunakan produk ini kemasan rapih dan aman barang origional sesuai pesanan pengiriman tepat waktu cepat dan aman,0,0,1,0,1,1
kualitas barang bagus ori dan bersegel hanya sayang pengiriman seperti keong barang tidak bergerak selama tiga hari di hub jakarta,1,0,1,1,1,0
paket diterima dengan baik dan masih segel,0,0,0,1,0,0
barang aman dan berfungsi dengan baik,0,0,0,1,0,1
good,0,0,0,0,0,0
bagus bagus dan ori serta pengiriman nya cepat,1,0,1,0,1,0
barang sudah datang dalam kondisi baik responsif penjual ramah dan cepat barang original oppo,1,0,1,1,1,0
thanks ya pertama kali beli hp online dan seller cs nya berhasil menenangkan hati barang sampai dgn selamat kelengkapan bagus sekarang sedang dicoba proses transfer dat,1,0,1,0,1,0
alhamdulillah brang datang dg baik seller responsip,0,0,0,1,0,0
bagus benar,1,0,0,0,1,0
pengiriman lambat pengemasan biasa biasa saja lain kali cari expedisi yang cepat,0,0,1,1,1,0
so far barang berfungsi dgn baik smua bagus terpecaya,1,0,0,1,1,0
barangnya sesuai dengan yang di pesan,0,0,0,0,0,0
alhamdulillah sesuai pesanan hp berfungsi baik dapat bonus juga packing aman proses cepat pengiriman cepat layak bintang,0,0,1,1,1,1
kesekian kalinya beli produk ini emang top lahhhhhhh,0,0,0,0,0,0
semoga barokah sehat selalu dimudahkan segala urusannya diperbanyak rezekinya panjang umurnya awet motornya aamiin aamiin aamiin yra,0,0,0,0,0,0
bagus,1,0,0,0,1,0
hp berfungsi dengan baik mulus tidak ada cacat pengiriman cepat,1,0,1,1,1,0
bagus,1,0,0,0,1,0
barang sudah sampai packing aman meskipun kardus ada sedikit pesok tapi dalamnya aman hp idaman semoga awet,0,0,0,0,0,1
barang ori dan bagus keren seller nya gercep puas dehh pokok nya top,1,0,0,0,1,0
responsif cepat proses cepat pengiriman cepat barang bagus sesuai dengan pesanan terima kasih seller rekomendasi,1,0,1,1,1,0
bagus jiwa tapi kok gabisa nfc ya,1,0,0,0,1,0
good quality safe packaging quick shipping good stuff indeed,0,0,0,0,0,1
alhamdulillah barangnya sudah sampai packingnya rapih tapi kurang tebal aja bubble wrapnya warna dan type sesuai dengan pesanan segel dus dan garansi resmi oppo indones,0,0,0,0,0,1
packaging aman tapi admin tidak responsif,0,0,0,1,0,1
hpnya bagus mendarat dg selamat semua bagus,1,0,1,0,1,0
barang dijamin ori,0,0,0,0,0,0
bb,0,0,0,0,0,0
puas dengan pengirimannya dan barangnya tapi sudah request garansi ibox digimap yang dateng malah gdn jadi bintang aja keep it up yah,0,0,0,0,0,0
pesanan sudah sampai sesuai pesan bagus pokonya jgn d ragukan lg toko nya amanah kurir nya bagus,1,0,0,0,1,1
sangat memuaskan,0,0,0,0,0,0
allhamdulilah barang selamat sampe tujuan terimakasih sudah amanah semoga selalu amanah sukses terus,0,0,1,0,0,1
alhamdulillah sampai dengan selamat dan kondisi baik blue sa a nambah hp dr dan sekarang,0,0,1,1,0,0
pengiriman cepat,0,0,1,0,1,0
barang sampai cepat kemasan baik unit mulus cepat proses install,0,0,1,1,1,1
alhamdulillah paket y sudah sampe dengan baik tanpa lecet sedikit pun barang y aman dan bner masih d segel,0,0,0,1,0,1
bagus,1,0,0,0,1,0
barang sesuai pesanan top bagus,1,0,0,0,1,0
terima kasih produk sampai sesuai dengan pesanan cepat sampai packing rapi aman original,1,0,1,0,1,1
request yg ibox tapi dikirim yg digimap tapi tidak masalah sih sudah dipake hampir sebulan tidak ada kendala sama sekali seller ramah gercep langsung dikirim hari itu juga,0,0,0,1,0,0
bagus kulirnya jg baiktrimakasih,1,0,0,1,1,0
paket sudah diterima dngn baik kurir ramah amanah,0,0,0,1,0,1
baguuuusssssssssssss,0,0,0,0,0,0
barang mendarat dengan sempurna original mantapp,1,0,0,0,0,0
bagus langgan terus y,1,0,0,0,1,0
pengiriman cepat dan sesuai dengan yg dipesan,0,0,1,0,1,0
suara bagus paling bagus di pakai terasa ringgan dan pas barang masih segel semoga awet aja,1,0,0,0,1,0
barang di segel dengan baik,0,0,0,1,0,0
hape baru alhamdulillah tuk dipakai kenaikan kelas,0,0,0,0,0,0
bagus sesuai ekspektasi admin malam kurang membantu admin pagi sangat membantu proses pesanan sangat cepat barang juga dikirim dengan aman coverage di cek aman ses,1,0,1,0,1,1
terimakasih seller barang mendarat dengan selamat,0,0,1,0,0,0
barangnya tiba sangat cepat ori bagus dan paling lumayan tebal garansi digimap makasih saller cepat tanggap semoga awettt amin,1,0,1,0,1,0
sangat memuaskan bagus real pict,1,0,0,0,1,0
cepat response barang ori,0,0,1,1,1,0
pengiriman cepat barang aman dengan double bubble warp ori isi lengkap,0,0,1,0,1,1
untuk yang bertanya panas neo iya panas bnget boros iya sosmed apalagi game boros sesuai kata gadgetin tapi pas ada update hp tidak terlalu panas dan tidak boros so,0,0,0,1,1,0
good,0,0,0,0,0,0
berfungsi dengan baik,0,0,0,1,0,0
bagus pol,1,0,0,0,1,0
good,0,0,0,0,0,0
amanah tiba dengan selamat tanpa lecet dan cacat,1,0,1,0,0,1
terima kasih barangnya sudah kami terima ya,0,0,0,0,0,0
pengiriman hanya hari sudah sampai barnya original bagus,1,0,0,0,1,0
produk original termurah di banding platform lain nya,1,1,0,0,0,0
keren barang nya muluss garansi sesuai request makasi sellerr,0,0,0,0,0,0
bagus,1,0,0,0,1,0
mantab beli disini dapet diskon jauh harganya dari ibox tapi barang sama barang ori mulus service support apple sampe,0,0,0,0,0,0
produk oppo memang bagus dan saya sangat puas dengan hp oppo a ini semoga awet,1,0,0,0,1,0
bagus pengiriman cepat ramah responsif,1,0,1,1,1,0
barang ori dan mulus tidak ada cacat sedikitpun barang okok,1,0,0,1,0,0
bagus barang datang dengan selamat beli hp via online untuk pertama kali sempat khawatir sampai isinya rengginang tapi alhamdulillah yang datang real poco f sudah di,1,0,1,0,1,0
sudah sampe sudah dicoba emak seneng thx,0,0,0,0,0,0
barang sesuai deskripsi sesuai pesanan responsif toko cepat dpt kurir jg cepat responsif jadi cepat sampai trims sukses selalu tokonya yaaa,0,0,1,1,1,0
alhamdulillah sampai dengan selamat awalnya degan takut ilang atau gimana tapi proses pengiriman cepet banget pelayanan juga bagus makasih banyak vivo,1,0,1,0,1,0
barang bagus masih bersegel normal lengkap walaupun agak sempat kesel karna dikirim nya hari tapi gpp lah maklum barang otiginal,1,0,0,0,1,0
okokokokokokokok,0,0,0,0,0,0
komplain tidak di tanggapi pesanan bermasalah karna unit hp xioami poco x pro getar nya aneh dan kasar kemungkinan motor getar nya copot ato buruk entahlah maluin x,1,0,0,1,0,1
baru pake poco f dan langsung jatuh cinta performa ngebut banget snapdragon s gen bro semua game berat dilibas tanpa ngelag layarnya amoled hz super mulu,0,0,0,0,1,0
barang sudah sampai pengiriman cepat barang bagusss dan tersegel amaannnn terimakasih ramadhan kareem,1,0,1,0,1,0
bagus sesuai warna nya cocok,1,0,0,0,1,0
original dan admin sangat responsiff barang juga memuaskan sekali,1,0,0,1,0,0
alhamdulillah barang mendarat dengan selamat berfungsi dengan baik pengemasan rapih dan aman tokonya amanah vivo the best pokonya dari dulu aku pake hp vivo ini serie t,0,0,1,1,0,1
barang sudah sampai sesuai pesanan,0,0,0,0,0,0
bagus thanks atas barangnya,1,0,0,0,1,0
barang yang dikirim sangat bagus dan sesuai dengan keinginan seluruh rakyat indonesia,1,0,0,0,1,0
bagus banget ccpt banget smpe dpt harga turun drastis garansi new ibox,1,0,0,0,1,0
barangnya sudah sampai dengan selamat dan cukup cepat ya efek checkout di menit pertama hp nya cukup bongsor dan berat ye tapi solid sih mengingatkan gw kepada xia,0,0,1,0,1,0
bagus barang masih disegel dobel safety terimakasih,1,0,0,0,1,0
barang nya sesuai,0,0,0,0,0,0
barang masih segel aman pertama kali beli disini,0,0,0,0,0,1
seller gercep kurir juga bagus pkoknya dpt diskon dri toped juga sialnya baru beli besoknya mlh turun hrga tapi gpp lah bedanya gajauh,1,0,0,0,1,0
telah sampai dan istri saya suka banget dengan hapenya kado ultahnya,0,0,0,0,0,0
mantab,0,0,0,0,0,0
sesuai yg di request proses cepet,0,0,0,0,0,0
barang baguuss,0,0,0,0,0,0
bagus no min dpet yg ibox,1,0,0,0,1,0
alhamdulillah sudah sampai packing rapih banget dan sangat aman terima kasih tokped dan reseller,0,0,0,0,0,1
barang bagus dan mulus alhamdulillah,1,0,0,0,1,0
